Template File,Linked File,Type,Selector,Usage Count,Status
tag_selector.html,tag_selector.css,CSS,.tag-item,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-list-area,1,Used
tag_selector.html,tag_selector.css,CSS,.tag-meta,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-search-area,1,Used
tag_selector.html,tag_selector.css,CSS,.tag-search-input,0,Unused
tag_selector.html,tag_selector.css,CSS,.tag-selector-container,1,Used
tag_selector.html,tag_selector.css,CSS,.tag-stat-item,4,Used
tag_selector.html,tag_selector.css,CSS,.tag-stat-label,4,Used
tag_selector.html,tag_selector.css,CSS,.tag-stat-number,4,Used
tag_selector.html,tag_selector.css,CSS,.tag-stats,1,Used
tag_selector.html,tag_selector.css,CSS,.tag-status,0,Unused
tag_selector.html,tag_selector.css,CSS,.util,0,Unused
dashboard.html,dashboard.css,CSS,.CRITICAL,0,Unused
dashboard.html,dashboard.css,CSS,.DEBUG,0,Unused
dashboard.html,dashboard.css,CSS,.ERROR,0,Unused
dashboard.html,dashboard.css,CSS,.INFO,0,Unused
dashboard.html,dashboard.css,CSS,.Selector,0,Unused
dashboard.html,dashboard.css,CSS,.WARNING,0,Unused
dashboard.html,dashboard.css,CSS,._SimpleNamespaces,0,Unused
dashboard.html,dashboard.css,CSS,.active,0,Unused
dashboard.html,dashboard.css,CSS,.bg-danger,1,Used
dashboard.html,dashboard.css,CSS,.bg-info,1,Used
dashboard.html,dashboard.css,CSS,.bg-primary,1,Used
dashboard.html,dashboard.css,CSS,.bg-warning,1,Used
dashboard.html,dashboard.css,CSS,.card-body,6,Used
dashboard.html,dashboard.css,CSS,.css,0,Unused
dashboard.html,dashboard.css,CSS,.fade-in,0,Unused
dashboard.html,dashboard.css,CSS,.filter-form,1,Used
dashboard.html,dashboard.css,CSS,.form-control,1,Used
dashboard.html,dashboard.css,CSS,.form-label,5,Used
dashboard.html,dashboard.css,CSS,.form-select,3,Used
dashboard.html,dashboard.css,CSS,.json-context,0,Unused
dashboard.html,dashboard.css,CSS,.loading,1,Used
dashboard.html,dashboard.css,CSS,.log-context,0,Unused
dashboard.html,dashboard.css,CSS,.log-detail-modal,1,Used
dashboard.html,dashboard.css,CSS,.log-detail-table,0,Unused
dashboard.html,dashboard.css,CSS,.log-entry,0,Unused
dashboard.html,dashboard.css,CSS,.log-header,0,Unused
dashboard.html,dashboard.css,CSS,.log-id-display,0,Unused
dashboard.html,dashboard.css,CSS,.log-level,0,Unused
dashboard.html,dashboard.css,CSS,.log-level-CRITICAL,0,Unused
dashboard.html,dashboard.css,CSS,.log-level-DEBUG,0,Unused
dashboard.html,dashboard.css,CSS,.log-level-ERROR,0,Unused
dashboard.html,dashboard.css,CSS,.log-level-INFO,0,Unused
dashboard.html,dashboard.css,CSS,.log-level-WARNING,0,Unused
dashboard.html,dashboard.css,CSS,.log-level-badge,0,Unused
dashboard.html,dashboard.css,CSS,.log-message,0,Unused
dashboard.html,dashboard.css,CSS,.log-module,0,Unused
dashboard.html,dashboard.css,CSS,.log-right-info,0,Unused
dashboard.html,dashboard.css,CSS,.log-timestamp,0,Unused
dashboard.html,dashboard.css,CSS,.log-traceback,0,Unused
dashboard.html,dashboard.css,CSS,.logs-container,1,Used
dashboard.html,dashboard.css,CSS,.modal-body,1,Used
dashboard.html,dashboard.css,CSS,.modal-dialog,1,Used
dashboard.html,dashboard.css,CSS,.module-badge,0,Unused
dashboard.html,dashboard.css,CSS,.no-logs,0,Unused
dashboard.html,dashboard.css,CSS,.page-item,0,Unused
dashboard.html,dashboard.css,CSS,.page-link,0,Unused
dashboard.html,dashboard.css,CSS,.pagination,0,Unused
dashboard.html,dashboard.css,CSS,.reset-btn,1,Used
dashboard.html,dashboard.css,CSS,.search-btn,1,Used
dashboard.html,dashboard.css,CSS,.search-filter-card,1,Used
